,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,games,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
7555,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311339,22,59,2950,1,491,Assertion,"indeed, that's a problem",6080,Segment,0,0,s1_league3_game6_01_asoubeille_1377708795812,Acknowledgement
7556,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311342,22,60,2998,1,491,Question,any response from him at all?,6081,Segment,0,0,s1_league3_game6_01_asoubeille_1377708827107,Clarification_question
7557,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311345,22,61,3079,1,491,Assertion,i'll send an e-mail just on the off-chance he's online but forgotten,6082,Segment,0,0,s1_league3_game6_01_asoubeille_1377708848099,Question_answer_pair
7558,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311348,22,62,3131,1,491,Assertion,he definitely said he could play before,6083,Segment,0,0,s1_league3_game6_01_asoubeille_1377708875316,Explanation
7559,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311351,22,63,3170,1,491,Assertion,"if we can't do it tonight,",6084,Segment,s1_league3_game6_01_asoubeille_1377708927885,EDU,0,0
7560,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311352,22,63,3227,1,491,Assertion,our last hope really is that we can play it on wednesday,6084,Segment,s1_league3_game6_01_nasher_1464013417094,EDU,s1_league3_game6_01_asoubeille_1377708967408,Conditional
7561,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311355,22,64,3259,1,491,Assertion,if we're allowed to,6085,Segment,s1_league3_game6_01_nasher_1464013417094,EDU,0,0
7562,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311358,22,65,3309,1,491,Assertion,"unfortunately, I won't be able.",6086,Segment,0,0,s1_league3_game6_01_asoubeille_1377708991447,Contrast
7563,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311361,22,66,3324,1,491,Assertion,ah,6087,Segment,0,0,s1_league3_game6_01_asoubeille_1377709006792,Acknowledgement
7564,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311364,22,67,3368,1,491,Assertion,"But if you want to do so,",6088,Segment,s1_league3_game6_01_asoubeille_1377709082546,EDU,0,0
7565,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311365,22,67,3385,1,491,Assertion,please go ahead.,6088,Segment,s1_league3_game6_01_asoubeille_1377709082546,EDU,s1_league3_game6_01_asoubeille_1377709051262,Conditional
7566,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311366,22,67,3423,1,491,Assertion,"As I said, I don't mind at this stage",6088,Segment,0,0,s1_league3_game6_01_asoubeille_1377709102541,Background
7567,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311369,22,68,3476,1,491,Assertion,"well it would be a shame to exclude you,",6089,Segment,s1_league3_game6_01_asoubeille_1377709244230,EDU,0,0
7568,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311370,22,68,3510,1,491,Assertion,since you showed up today and all,6089,Segment,s1_league3_game6_01_asoubeille_1377709244230,EDU,s1_league3_game6_01_asoubeille_1377709225547,Explanation
7569,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311373,22,69,3568,1,491,Assertion,"ah god, I'd be online anyway, trust me.",6090,Segment,0,0,s1_league3_game6_01_asoubeille_1377709383399,Contrast
7570,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311376,22,70,3662,1,491,Assertion,to be honest i think the fairest thing would be for us to play it now without him,6091,Segment,0,0,s1_league3_game6_01_asoubeille_1377709416575,Continuation
7571,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311379,22,71,3717,1,491,Assertion,I have six windows open at once here,6092,Segment,0,0,s1_league3_game6_01_asoubeille_1377709467125,Elaboration
7572,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311382,22,72,3741,1,491,Assertion,"well,",6093,Segment,s1_league3_game6_01_asoubeille_1377709523552,EDU,0,0
7573,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311383,22,72,3755,1,491,Assertion,we can start.,6093,Segment,s1_league3_game6_01_asoubeille_1377709523552,EDU,s1_league3_game6_01_asoubeille_1377709543716,Elaboration
7574,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311386,22,73,3786,1,491,Assertion,"if he comes,",6094,Segment,s1_league3_game6_01_asoubeille_1377709649869,EDU,0,0
7575,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311387,22,73,3802,1,491,Assertion,we can restart.,6094,Segment,s1_league3_game6_01_asoubeille_1377709649869,EDU,s1_league3_game6_01_asoubeille_1377709635097,Conditional
7576,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311390,22,74,3836,1,491,Assertion,"yep, that sounds fair",6095,Segment,0,0,s1_league3_game6_01_asoubeille_1377709684201,Acknowledgement
7577,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311390,22,74,3836,1,491,Assertion,"yep, that sounds fair",6095,Segment,0,0,s1_league3_game6_01_asoubeille_1377709697496,Acknowledgement
7578,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311393,22,75,3852,1,491,Assertion,"OK,",6096,Segment,0,0,s1_league3_game6_01_asoubeille_1377709879348,Acknowledgement
7579,Gaeilgeoir,Other,592,s1_league3_game6,inca,s1_league3_game6_01_stac_1377311394,22,75,3862,1,491,Assertion,good luck,6096,Segment,0,0,s1_league3_game6_01_asoubeille_1377709890406,Continuation
7580,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311397,22,76,3888,1,491,Assertion,you too,6097,Segment,0,0,s1_league3_game6_01_asoubeille_1377709932507,Continuation
7581,inca,Other,592,s1_league3_game6,Gaeilgeoir,s1_league3_game6_01_stac_1377311400,22,77,3909,1,491,Assertion,:),6098,Segment,0,0,s1_league3_game6_01_asoubeille_1377709941611,Comment
7582,Gaeilgeoir,Offer,593,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311144,22,114,38,2,492,Question,got sheep by any chance?,6099,Segment,s1_league3_game6_02_asoubeille_1377879363029,EDU,0,0
7583,Gaeilgeoir,Offer,593,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311145,22,114,61,2,492,Assertion,i can give clay or ore,6099,Segment,s1_league3_game6_02_asoubeille_1377879363029,EDU,s1_league3_game6_02_asoubeille_1377879180436,Elaboration
7584,inca,Refusal,593,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311148,22,115,87,2,492,Assertion,"sorry,",6100,Segment,s1_league3_game6_02_asoubeille_1377879454195,EDU,0,0
7585,inca,Refusal,593,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311149,22,115,102,2,492,Assertion,I've only clay,6100,Segment,s1_league3_game6_02_asoubeille_1377879454195,EDU,s1_league3_game6_02_asoubeille_1377879401271,Explanation
7586,Gaeilgeoir,Other,593,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311152,22,116,126,2,492,Assertion,no worries,6101,Segment,0,0,s1_league3_game6_02_asoubeille_1377879613114,Acknowledgement
7587,All,Other,593,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311156,22,119,161,2,492,Assertion,"damn, more clay",6102,Segment,0,0,s1_league3_game6_02_asoubeille_1377879648457,Continuation
7588,Please choose...,Other,594,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311160,22,132,206,2,493,Please choose...,"you've only one resource,",6103,Segment,0,0,0,0
7589,Please choose...,Other,594,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311161,22,132,227,2,493,Please choose...,is it sheep or wood?,6103,Segment,s1_league3_game6_02_asoubeille_1377879778956,EDU,0,0
7590,Please choose...,Other,594,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311164,22,133,260,2,493,Please choose...,by any chance,6104,Segment,s1_league3_game6_02_asoubeille_1377879778956,EDU,s1_league3_game6_02_nasher_1464017910815,Continuation
7591,Please choose...,Other,594,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311167,22,134,289,2,493,Please choose...,"you're in luck,",6105,Segment,0,0,s1_league3_game6_02_nasher_1489682506768,Comment
7592,Please choose...,Other,594,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311168,22,134,299,2,493,Please choose...,it's wood,6105,Segment,0,0,s1_league3_game6_02_asoubeille_1377879977674,Question_answer_pair
7593,inca,Offer,594,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311171,22,135,329,2,493,Question,want clay?,6106,Segment,0,0,s1_league3_game6_02_asoubeille_1377880171422,Q_Elab
7594,Gaeilgeoir,Accept,594,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311174,22,136,347,2,493,Assertion,sure,6107,Segment,0,0,s1_league3_game6_02_asoubeille_1377880192805,Question_answer_pair
7595,inca,Other,594,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311177,22,139,376,2,493,Assertion,thank you,6108,Segment,0,0,s1_league3_game6_02_asoubeille_1377880214205,Acknowledgement
7596,Gaeilgeoir,Other,594,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311180,22,140,397,2,493,Assertion,you too,6109,Segment,0,0,s1_league3_game6_02_asoubeille_1377880225428,Acknowledgement
7597,inca,Offer,595,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311184,22,156,454,2,494,Question,I can give clay or wheat for a sheep?,6110,Segment,0,0,0,0
7598,Gaeilgeoir,Accept,595,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311187,22,157,487,2,494,Assertion,wheat would be good,6111,Segment,0,0,s1_league3_game6_02_asoubeille_1377880257764,Question_answer_pair
7599,Gaeilgeoir,Other,595,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311190,22,160,507,2,494,Assertion,cheers,6112,Segment,0,0,s1_league3_game6_02_asoubeille_1377880283859,Continuation
7600,inca,Other,595,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311193,22,161,542,2,494,Assertion,thank you again,6113,Segment,0,0,s1_league3_game6_02_asoubeille_1377880306811,Acknowledgement
7601,inca,Offer,596,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311197,22,170,575,2,495,Question,got any wood?,6114,Segment,s1_league3_game6_02_asoubeille_1377880360449,EDU,0,0
7602,inca,Offer,596,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311198,22,170,587,2,495,Assertion,I have clay,6114,Segment,s1_league3_game6_02_asoubeille_1377880360449,EDU,s1_league3_game6_02_asoubeille_1377880316266,Elaboration
7603,Gaeilgeoir,Refusal,596,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311201,22,171,607,2,495,Assertion,"sorry,",6115,Segment,s1_league3_game6_02_asoubeille_1377880352582,EDU,0,0
7604,Gaeilgeoir,Refusal,596,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311202,22,171,631,2,495,Assertion,i have nothing but clay,6115,Segment,s1_league3_game6_02_asoubeille_1377880352582,EDU,s1_league3_game6_02_asoubeille_1377880342738,Explanation
7605,inca,Other,596,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311205,22,172,653,2,495,Assertion,np,6116,Segment,0,0,s1_league3_game6_02_asoubeille_1377880384465,Acknowledgement
7606,Please choose...,Other,596,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311208,22,174,709,2,495,Please choose...,usually we're all desperately wanting clay,6117,Segment,0,0,s1_league3_game6_02_asoubeille_1377880416113,Background
7607,Please choose...,Other,596,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311212,22,177,736,2,495,Please choose...,so true,6118,Segment,0,0,s1_league3_game6_02_asoubeille_1377880432904,Acknowledgement
7608,Please choose...,Other,597,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311216,22,179,762,2,496,Please choose...,"sorry,",6119,Segment,0,0,0,0
7609,Please choose...,Other,597,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311217,22,179,791,2,496,Please choose...,nobody else to steal from...,6119,Segment,0,0,s1_league3_game6_02_asoubeille_1377880543462,Explanation
7610,Gaeilgeoir,Other,597,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311220,22,180,823,2,496,Assertion,"haha, i understand",6120,Segment,0,0,s1_league3_game6_02_asoubeille_1377880561589,Acknowledgement
7611,All,Other,598,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311224,22,191,864,2,497,Assertion,enough clay already!!,6121,Segment,0,0,0,0
7612,All,Other,598,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311227,22,192,903,2,497,Assertion,"ooh, ore, thank you",6122,Segment,0,0,s1_league3_game6_02_asoubeille_1377880611548,Comment
7613,Gaeilgeoir,Other,598,s1_league3_game6,inca,s1_league3_game6_02_stac_1377311231,22,198,954,2,497,Assertion,the novely of ore is fast wearing off,6123,Segment,0,0,s1_league3_game6_02_asoubeille_1377880638899,Contrast
7614,inca,Other,598,s1_league3_game6,Gaeilgeoir,s1_league3_game6_02_stac_1377311234,22,199,978,2,497,Assertion,haha,6124,Segment,0,0,s1_league3_game6_02_asoubeille_1377880660123,Acknowledgement
7615,Gaeilgeoir,Offer,599,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311144,22,207,44,3,498,Question,do you have any wheat or wood?,6125,Segment,s1_league3_game6_03_asoubeille_1377881295387,EDU,0,0
7616,Gaeilgeoir,Offer,599,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311145,22,207,69,3,498,Assertion,i can give anything else,6125,Segment,s1_league3_game6_03_asoubeille_1377881295387,EDU,s1_league3_game6_03_asoubeille_1377881281621,Elaboration
7617,inca,Refusal,599,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311148,22,208,97,3,498,Assertion,Sorry :(,6126,Segment,0,0,s1_league3_game6_03_asoubeille_1377881303565,Question_answer_pair
7618,inca,Offer,600,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311152,22,234,136,3,499,Question,have you any wheat?,6127,Segment,0,0,0,0
7619,Gaeilgeoir,Refusal,600,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311155,22,235,159,3,499,Assertion,fraid not,6128,Segment,0,0,s1_league3_game6_03_asoubeille_1377881316172,Question_answer_pair
7620,Gaeilgeoir,Other,600,s1_league3_game6,inca,s1_league3_game6_03_stacutil_1464019976,22,238,185,3,499,Assertion,"oh now i do,",6129,Segment,0,0,s1_league3_game6_03_asoubeille_1377881330084,Contrast
7621,Gaeilgeoir,Counteroffer,600,s1_league3_game6,inca,s1_league3_game6_03_stacutil_1464019977,22,238,203,3,499,Question,do you have wood?,6129,Segment,0,0,s1_league3_game6_03_nasher_1464016457578,Q_Elab
7622,inca,Refusal,600,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311162,22,239,229,3,499,Assertion,"sorry,",6130,Segment,s1_league3_game6_03_asoubeille_1377881398343,EDU,0,0
7623,inca,Refusal,600,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stacutil_1403627610,22,239,241,3,499,Assertion,I don't. :(,6130,Segment,s1_league3_game6_03_asoubeille_1377881398343,EDU,s1_league3_game6_03_asoubeille_1377881369627,Explanation
7624,Gaeilgeoir,Other,600,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311167,22,240,265,3,499,Assertion,no worries,6131,Segment,0,0,s1_league3_game6_03_asoubeille_1377881418578,Acknowledgement
7625,inca,Refusal,600,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311170,22,241,313,3,499,Assertion,ore and sheep are all I have,6132,Segment,0,0,s1_league3_game6_03_asoubeille_1377881586767,Elaboration
7626,inca,Offer,601,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311174,22,253,342,3,500,Question,any clay?,6133,Segment,0,0,0,0
7627,inca,Offer,601,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311175,22,253,368,3,500,Assertion,I can spare ore or sheep?,6133,Segment,0,0,s1_league3_game6_03_asoubeille_1377881617478,Elaboration
7628,Gaeilgeoir,Accept,601,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311178,22,254,385,3,500,Assertion,yep,6134,Segment,s1_league3_game6_03_asoubeille_1377881687313,EDU,0,0
7629,Gaeilgeoir,Accept,601,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311179,22,254,400,3,500,Assertion,"i've got clay,",6134,Segment,s1_league3_game6_03_asoubeille_1377881687313,EDU,s1_league3_game6_03_asoubeille_1377881638486,Elaboration
7630,Gaeilgeoir,Counteroffer,601,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311180,22,254,415,3,500,Question,trade for ore?,6134,Segment,0,0,s1_league3_game6_03_asoubeille_1377881721228,Q_Elab
7631,Gaeilgeoir,Counteroffer,601,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311180,22,254,415,3,500,Question,trade for ore?,6134,Segment,0,0,s1_league3_game6_03_asoubeille_1377881750788,Q_Elab
7632,inca,Accept,601,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311183,22,257,441,3,500,Assertion,thanks,6135,Segment,0,0,s1_league3_game6_03_asoubeille_1377881773891,Question_answer_pair
7633,Gaeilgeoir,Other,601,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311186,22,258,462,3,500,Assertion,and you,6136,Segment,0,0,s1_league3_game6_03_asoubeille_1377881784634,Acknowledgement
7634,inca,Offer,602,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311190,22,267,492,3,501,Question,any wheat?,6137,Segment,0,0,0,0
7635,Gaeilgeoir,Refusal,602,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311193,22,268,511,3,501,Assertion,"nope,",6138,Segment,0,0,s1_league3_game6_03_asoubeille_1377881844889,Question_answer_pair
7636,Gaeilgeoir,Other,602,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311194,22,268,517,3,501,Assertion,sorry,6138,Segment,0,0,s1_league3_game6_03_asoubeille_1377881824345,Comment
7637,inca,Offer,603,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311198,22,321,574,3,502,Question,I can give a clay or wheat for sheep?,6139,Segment,0,0,0,0
7638,Gaeilgeoir,Refusal,603,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311202,22,323,620,3,502,Assertion,"haha, at the risk of being rude,",6140,Segment,0,0,s1_league3_game6_03_nasher_1464016592407,Background
7639,Gaeilgeoir,Refusal,603,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311203,22,323,688,3,502,Assertion,i don't think i can afford to make any trades with you in this situ,6140,Segment,s1_league3_game6_03_asoubeille_1377882038897,EDU,0,0
7640,Gaeilgeoir,Refusal,603,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311206,22,324,711,3,502,Assertion,situation,6141,Segment,s1_league3_game6_03_asoubeille_1377882038897,EDU,s1_league3_game6_03_asoubeille_1377882064516,Correction
7641,Please choose...,Other,603,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311209,22,325,744,3,502,Please choose...,I thought so.,6142,Segment,0,0,s1_league3_game6_03_asoubeille_1377882086548,Acknowledgement
7642,Please choose...,Other,603,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311210,22,325,773,3,502,Please choose...,"That's no problem, my man ;)",6142,Segment,0,0,s1_league3_game6_03_asoubeille_1377882099891,Contrast
7643,Please choose...,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311214,22,397,799,3,503,Please choose...,well played!,6143,Segment,0,0,0,0
7644,inca,Other,604,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311217,22,398,829,3,503,Assertion,thank you.,6144,Segment,0,0,s1_league3_game6_03_asoubeille_1377882121731,Acknowledgement
7645,inca,Other,604,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311218,22,398,884,3,503,Assertion,I was seriously worried I couldn't get that last point,6144,Segment,s1_league3_game6_03_asoubeille_1377882458600,EDU,0,0
7646,inca,Other,604,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311221,22,399,950,3,503,Assertion,and I saw your collection of cards building up,6145,Segment,s1_league3_game6_03_asoubeille_1377882458600,EDU,s1_league3_game6_03_asoubeille_1377883238826,Continuation
7647,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311224,22,400,1009,3,503,Assertion,"haha, yeah i got very lucky with the VP cards",6146,Segment,0,0,s1_league3_game6_03_asoubeille_1377882183098,Acknowledgement
7648,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311227,22,401,1060,3,503,Assertion,would have been quite a cheap victory,6147,Segment,0,0,s1_league3_game6_03_asoubeille_1377882216337,Contrast
7649,inca,Other,604,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stacutil_1464017455,22,402,1104,3,503,Assertion,I kept searching for one,6148,Segment,0,0,s1_league3_game6_03_asoubeille_1377882274360,Comment
7650,Gaeilgeoir,Other,604,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stacutil_1464017456,22,402,1142,3,503,Assertion,but I kept getting stupid soldiers :P,6148,Segment,0,0,s1_league3_game6_03_nasher_1489681620852,Contrast
7651,inca,Other,604,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311233,22,403,1178,3,503,Assertion,good game though,6149,Segment,0,0,s1_league3_game6_03_asoubeille_1377882498931,Contrast
7652,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311236,22,404,1208,3,503,Assertion,"haha, could tell",6150,Segment,0,0,s1_league3_game6_03_asoubeille_1377882519418,Acknowledgement
7653,inca,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311239,22,405,1232,3,503,Assertion,yep it was,6151,Segment,0,0,s1_league3_game6_03_asoubeille_1377882545331,Acknowledgement
7654,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311242,22,406,1251,3,503,Assertion,"well,",6152,Segment,s1_league3_game6_03_asoubeille_1377882619124,EDU,0,0
7655,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311243,22,406,1282,3,503,Assertion,thanks for all your commitment,6152,Segment,s1_league3_game6_03_asoubeille_1377882619124,EDU,s1_league3_game6_03_asoubeille_1377882589473,Elaboration
7656,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311246,22,407,1313,3,503,Assertion,i've enjoyed this,6153,Segment,0,0,s1_league3_game6_03_nasher_1464016817841,Continuation
7657,inca,Other,604,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311249,22,408,1362,3,503,Assertion,"Me too, hope you get the £20!",6154,Segment,0,0,s1_league3_game6_03_nasher_1464016859560,Parallel
7658,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311252,22,409,1398,3,503,Assertion,"Haha, fingers crossed!",6155,Segment,0,0,s1_league3_game6_03_asoubeille_1377882777789,Acknowledgement
7659,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311255,22,410,1479,3,503,Assertion,"cheers, maybe see you again in another season of this, or elsewhere",6156,Segment,0,0,s1_league3_game6_03_asoubeille_1377882857459,Narration
7660,inca,Other,604,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311258,22,411,1504,3,503,Assertion,ciao.,6157,Segment,s1_league3_game6_03_asoubeille_1377882911993,EDU,0,0
7661,inca,Other,604,s1_league3_game6,Gaeilgeoir,s1_league3_game6_03_stac_1377311259,22,411,1546,3,503,Assertion,best of luck with your future in brass :P,6157,Segment,s1_league3_game6_03_asoubeille_1377882911993,EDU,s1_league3_game6_03_asoubeille_1377882880082,Continuation
7662,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311262,22,412,1609,3,503,Assertion,"heh cheers, and best of luck with whatever you do",6158,Segment,0,0,s1_league3_game6_03_asoubeille_1377882958048,Acknowledgement
7663,Gaeilgeoir,Other,604,s1_league3_game6,inca,s1_league3_game6_03_stac_1377311265,22,413,1630,3,503,Assertion,see you,6159,Segment,0,0,s1_league3_game6_03_asoubeille_1377882980977,Continuation
7664,All,Other,605,s1_league3_game7,inca,s1_league3_game7_01_stac_1377296031,23,1,15,1,504,Assertion,"ok,",6160,Segment,0,0,0,0
7665,All,Other,605,s1_league3_game7,inca,s1_league3_game7_01_stac_1377296032,23,1,25,1,504,Assertion,good luck,6160,Segment,0,0,s1_league3_game7_01_asoubeille_1377883814790,Continuation
7666,inca,Other,605,s1_league3_game7,gaeilgeoir,s1_league3_game7_01_stac_1377296035,23,2,51,1,504,Assertion,likewise,6161,Segment,0,0,s1_league3_game7_01_asoubeille_1378099234619,Parallel
7667,"inca, yiin",Offer,606,s1_league3_game7,gaeilgeoir,s1_league3_game7_01_stac_1377296039,23,23,98,1,505,Question,anyone have a clay to spare?,6162,Segment,0,0,0,0
7668,"inca, yiin",Offer,606,s1_league3_game7,gaeilgeoir,s1_league3_game7_01_stac_1377296040,23,23,127,1,505,Assertion,"I have wood, wheat and sheep",6162,Segment,0,0,s1_league3_game7_01_asoubeille_1378099327625,Elaboration
7669,gaeilgeoir,Refusal,606,s1_league3_game7,yiin,s1_league3_game7_01_stac_1377296043,23,24,142,1,505,Assertion,no,6163,Segment,0,0,s1_league3_game7_01_asoubeille_1378099744576,Question_answer_pair
7670,gaeilgeoir,Refusal,606,s1_league3_game7,inca,s1_league3_game7_01_stac_1377296046,23,25,167,1,505,Assertion,"not got any,",6164,Segment,0,0,s1_league3_game7_01_asoubeille_1378099758632,Question_answer_pair
7671,gaeilgeoir,Other,606,s1_league3_game7,inca,s1_league3_game7_01_stac_1377296047,23,25,173,1,505,Assertion,sorry,6164,Segment,0,0,s1_league3_game7_01_asoubeille_1378099436646,Comment
7672,"inca, yiin",Other,606,s1_league3_game7,gaeilgeoir,s1_league3_game7_01_stac_1377296050,23,26,203,1,505,Assertion,that's fine,6165,Segment,0,0,s1_league3_game7_01_asoubeille_1378099499541,Acknowledgement
7673,"gaeilgeoir, inca",Offer,607,s1_league3_game7,yiin,s1_league3_game7_01_stac_1377296054,23,54,235,1,506,Question,anyone got sheep...,6166,Segment,0,0,0,0
7674,"gaeilgeoir, inca",Offer,607,s1_league3_game7,yiin,s1_league3_game7_01_stac_1377296055,23,54,245,1,506,Assertion,i got ore,6166,Segment,0,0,s1_league3_game7_01_asoubeille_1378099525637,Elaboration
7675,yiin,Accept,607,s1_league3_game7,inca,s1_league3_game7_01_stac_1377296058,23,55,262,1,506,Assertion,i do,6167,Segment,0,0,s1_league3_game7_01_asoubeille_1378099559596,Question_answer_pair
7676,"gaeilgeoir, inca",Offer,608,s1_league3_game7,yiin,s1_league3_game7_01_stac_1377296062,23,73,293,1,507,Question,anyone got clay...,6168,Segment,0,0,0,0
